Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,3,16,32,0.5,0.001,0.0,0.6296296296296297,0.6363636363636364,0.6049382716049383,0.620253164556962,0.6431946349641823
p11,4,16,32,0.5,0.001,0.0,0.6851851851851852,0.6933333333333334,0.65,0.6709677419354839,0.733079268292683
p11,5,16,32,0.5,0.001,0.0,0.49382716049382713,0.4935064935064935,0.95,0.6495726495726496,0.6018292682926829
p11,1,16,32,0.5,0.001,0.0001,0.6441717791411042,0.6533333333333333,0.6049382716049383,0.6282051282051282,0.6779584462511291
p11,2,16,32,0.5,0.001,0.0001,0.6790123456790124,0.6666666666666666,0.7160493827160493,0.6904761904761905,0.7506477671086724
p11,3,16,32,0.5,0.001,0.0001,0.6481481481481481,0.6621621621621622,0.6049382716049383,0.632258064516129,0.6627038561194939
p11,4,16,32,0.5,0.001,0.0001,0.654320987654321,0.6666666666666666,0.6,0.631578947368421,0.7326219512195121
p11,5,16,32,0.5,0.001,0.0001,0.6358024691358025,0.64,0.6,0.6193548387096774,0.6507621951219512
p11,1,16,32,0.5,0.0005,0.0,0.6441717791411042,0.6385542168674698,0.654320987654321,0.6463414634146342,0.6696778078891901
p11,2,16,32,0.5,0.0005,0.0,0.6728395061728395,0.6842105263157895,0.6419753086419753,0.6624203821656051,0.7104099984758422
p11,3,16,32,0.5,0.0005,0.0,0.6234567901234568,0.6282051282051282,0.6049382716049383,0.6163522012578616,0.6505105928974242
p11,4,16,32,0.5,0.0005,0.0,0.6851851851851852,0.6883116883116883,0.6625,0.6751592356687898,0.7484756097560975
p11,5,16,32,0.5,0.0005,0.0,0.5123456790123457,0.5454545454545454,0.075,0.13186813186813187,0.589329268292683
p11,1,16,32,0.5,0.0005,0.0001,0.6625766871165644,0.6805555555555556,0.6049382716049383,0.6405228758169934,0.6750978620897321
p11,2,16,32,0.5,0.0005,0.0001,0.5617283950617284,0.6666666666666666,0.24691358024691357,0.36036036036036034,0.6858710562414266
p11,3,16,32,0.5,0.0005,0.0001,0.6419753086419753,0.6666666666666666,0.5679012345679012,0.6133333333333333,0.6748971193415638
p11,4,16,32,0.5,0.0005,0.0001,0.6604938271604939,0.6623376623376623,0.6375,0.6496815286624203,0.735670731707317
p11,5,16,32,0.5,0.0005,0.0001,0.6358024691358025,0.6235294117647059,0.6625,0.6424242424242425,0.6676829268292682
p11,1,16,64,0.2,0.001,0.0,0.6687116564417178,0.6753246753246753,0.6419753086419753,0.6582278481012658,0.6761517615176151
p11,2,16,64,0.2,0.001,0.0,0.5987654320987654,0.5740740740740741,0.7654320987654321,0.656084656084656,0.6540161560737692
p11,3,16,64,0.2,0.001,0.0,0.6481481481481481,0.6621621621621622,0.6049382716049383,0.632258064516129,0.657826550830666
p11,4,16,64,0.2,0.001,0.0,0.6604938271604939,0.6811594202898551,0.5875,0.6308724832214765,0.7382621951219512
p11,5,16,64,0.2,0.001,0.0,0.6049382716049383,0.5851063829787234,0.6875,0.632183908045977,0.6501524390243902
p11,1,16,64,0.2,0.001,0.0001,0.6809815950920245,0.6933333333333334,0.6419753086419753,0.6666666666666666,0.6782595603733815
p11,2,16,64,0.2,0.001,0.0001,0.6604938271604939,0.6382978723404256,0.7407407407407407,0.6857142857142857,0.7104099984758422
p11,3,16,64,0.2,0.001,0.0001,0.654320987654321,0.6712328767123288,0.6049382716049383,0.6363636363636364,0.6636183508611493
p11,4,16,64,0.2,0.001,0.0001,0.6728395061728395,0.6901408450704225,0.6125,0.6490066225165563,0.7405487804878049
