Participant,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,subsample,mean_test_score,std_test_score,rank_test_score
p12,0.05,4,2,2,100,1.0,0.5134350328735737,0.052290003111957035,82
p12,0.05,4,2,2,200,0.8,0.528179863760443,0.04061815941657806,14
p12,0.05,4,2,2,200,1.0,0.5164682996821648,0.05717654831167943,68
p12,0.05,4,2,5,50,0.8,0.5273788153195865,0.032099226345042385,16
p12,0.05,4,2,5,50,1.0,0.5078782429895791,0.043077383892842235,129
p12,0.05,4,2,5,100,0.8,0.5078582267455408,0.05083816678052708,131
p12,0.05,4,2,5,100,1.0,0.5055031187877239,0.05480396511160224,150
p12,0.05,4,2,5,200,0.8,0.51205601438297,0.05240660164198875,94
p12,0.05,4,2,5,200,1.0,0.5003247335283344,0.05284985818868221,181
p12,0.1,2,1,2,50,0.8,0.5088742191464025,0.029980401339181197,117
p12,0.1,2,1,2,50,1.0,0.4986540284544548,0.045200882083402574,193
p12,0.1,2,1,2,100,0.8,0.5105718079476581,0.03701495497172154,100
p12,0.1,2,1,2,100,1.0,0.5169845710192309,0.04821179698162274,61
p12,0.1,2,1,2,200,0.8,0.5038624697138221,0.02038570986926674,162
p12,0.1,2,1,2,200,1.0,0.5110262043167767,0.059235809915210824,97
p12,0.1,2,1,5,50,0.8,0.5088742191464025,0.029980401339181197,117
p12,0.1,2,1,5,50,1.0,0.4974579096500353,0.044511966880154026,196
p12,0.1,2,1,5,100,0.8,0.5078602651685459,0.03525307647232571,130
p12,0.1,2,1,5,100,1.0,0.5168005549753607,0.04453989923154403,64
p12,0.1,2,1,5,200,0.8,0.49789310997013436,0.01794588941312742,195
p12,0.1,2,1,5,200,1.0,0.5077897139298118,0.0537264532316094,133
p12,0.1,2,2,2,50,0.8,0.509538812630336,0.02245213324929608,109
p12,0.1,2,2,2,50,1.0,0.4970196628415412,0.04980668327897506,198
p12,0.1,2,2,2,100,0.8,0.4998380097394154,0.033490320554083165,183
p12,0.1,2,2,2,100,1.0,0.5075358852355428,0.030618034884412455,136
p12,0.1,2,2,2,200,0.8,0.514599019563575,0.04907583949221174,75
p12,0.1,2,2,2,200,1.0,0.5189305132781142,0.047591451971311045,49
p12,0.1,2,2,5,50,0.8,0.509538812630336,0.02245213324929608,109
p12,0.1,2,2,5,50,1.0,0.4970196628415412,0.04980668327897506,198
p12,0.1,2,2,5,100,0.8,0.49721121667216356,0.03401401577070083,197
p12,0.1,2,2,5,100,1.0,0.5132556159094068,0.033962712788111075,86
p12,0.1,2,2,5,200,0.8,0.5085535230682584,0.03783214367587829,122
p12,0.1,2,2,5,200,1.0,0.5099843352951303,0.05506682301848409,104
p12,0.1,3,1,2,50,0.8,0.5267092382644305,0.04792953731858184,18
p12,0.1,3,1,2,50,1.0,0.5249905579399778,0.03033855576282065,24
p12,0.1,3,1,2,100,0.8,0.5132860138840438,0.05399075733866925,85
p12,0.1,3,1,2,100,1.0,0.4995754626003164,0.030500988956457992,184
p12,0.1,3,1,2,200,0.8,0.5065617907275086,0.06121782861422286,140
p12,0.1,3,1,2,200,1.0,0.5047866420324143,0.036904659653222226,158
p12,0.1,3,1,5,50,0.8,0.5503704806936562,0.041294862374187474,2
p12,0.1,3,1,5,50,1.0,0.514221486535096,0.03202917264927654,77
p12,0.1,3,1,5,100,0.8,0.5255573313267848,0.07343038448069776,21
p12,0.1,3,1,5,100,1.0,0.5032694931991993,0.035781243313132004,165
p12,0.1,3,1,5,200,0.8,0.5223345509302483,0.06354137207977845,34
p12,0.1,3,1,5,200,1.0,0.5103243931396861,0.04568788645659589,101
p12,0.1,3,2,2,50,0.8,0.5386318437737418,0.0364660307866994,6
p12,0.1,3,2,2,50,1.0,0.514787971208815,0.037445071477272523,72
p12,0.1,3,2,2,100,0.8,0.5306834964189474,0.047621688195046995,11
p12,0.1,3,2,2,100,1.0,0.5005463473355946,0.03832095483650013,179
p12,0.1,3,2,2,200,0.8,0.530451388519918,0.055250358958753715,12
p12,0.1,3,2,2,200,1.0,0.5085870464456553,0.04985366476386383,121
p12,0.1,3,2,5,50,0.8,0.5407881501429068,0.030573332363725843,5
p12,0.1,3,2,5,50,1.0,0.505468787950617,0.03269319361699511,152
p12,0.1,3,2,5,100,0.8,0.5323414473187068,0.041502940050138715,10
p12,0.1,3,2,5,100,1.0,0.5147512669155754,0.03902392829387353,73
p12,0.1,3,2,5,200,0.8,0.5262498051490818,0.04754760638121995,20
p12,0.1,3,2,5,200,1.0,0.5028115168046423,0.05178359593581374,173
p12,0.1,4,1,2,50,0.8,0.5221927129747551,0.031601373200228454,37
p12,0.1,4,1,2,50,1.0,0.5154277234003379,0.046523617650647386,71
p12,0.1,4,1,2,100,0.8,0.5279468658731963,0.046487052239626486,15
p12,0.1,4,1,2,100,1.0,0.5098515168803582,0.038788275487684286,107
p12,0.1,4,1,2,200,0.8,0.5194997146797578,0.060080929648144876,44
p12,0.1,4,1,2,200,1.0,0.5093944781759204,0.039745701012528126,111
p12,0.1,4,1,5,50,0.8,0.5504485697130285,0.037543938609250774,1
p12,0.1,4,1,5,50,1.0,0.5081871181716486,0.037697829273365506,126
p12,0.1,4,1,5,100,0.8,0.5194947595090293,0.03814041554914574,45
p12,0.1,4,1,5,100,1.0,0.5141928478322172,0.040188537401911674,78
p12,0.1,4,1,5,200,0.8,0.5373258456064786,0.041328590529579,8
p12,0.1,4,1,5,200,1.0,0.5060225443153129,0.03818751766637612,145
p12,0.1,4,2,2,50,0.8,0.5172882563709077,0.03563865459091963,58
p12,0.1,4,2,2,50,1.0,0.5087524881827461,0.037741839667915764,119
p12,0.1,4,2,2,100,0.8,0.5119262781801297,0.03938153663578004,95
p12,0.1,4,2,2,100,1.0,0.5089168271488201,0.05780755581968999,116
p12,0.1,4,2,2,200,0.8,0.5067260249873475,0.03710375815501786,139
p12,0.1,4,2,2,200,1.0,0.5137078483958966,0.04652259271757185,81
p12,0.1,4,2,5,50,0.8,0.5427416564884552,0.03754965753765404,3
p12,0.1,4,2,5,50,1.0,0.5054914503627006,0.04204692963464455,151
p12,0.1,4,2,5,100,0.8,0.5176531446453879,0.06980071043780943,55
p12,0.1,4,2,5,100,1.0,0.5133871616286833,0.050497634796704334,83
p12,0.1,4,2,5,200,0.8,0.5174651767117993,0.05055140922244422,56
p12,0.1,4,2,5,200,1.0,0.5078178662909945,0.05946656363360858,132
p17,0.01,2,1,2,50,0.8,0.49272839878864544,0.05643168085200771,211
p17,0.01,2,1,2,50,1.0,0.4914675393518104,0.08773223648435272,213
p17,0.01,2,1,2,100,0.8,0.5327217474426102,0.06976160072338647,181
p17,0.01,2,1,2,100,1.0,0.480069530710835,0.058226423400526195,215
p17,0.01,2,1,2,200,0.8,0.5436296680398314,0.07845434464770695,164
p17,0.01,2,1,2,200,1.0,0.5267708505749052,0.07898483168038789,191
p17,0.01,2,1,5,50,0.8,0.49272839878864544,0.05643168085200771,211
p17,0.01,2,1,5,50,1.0,0.4914675393518104,0.08773223648435272,213
p17,0.01,2,1,5,100,0.8,0.5327217474426102,0.06976160072338647,181
p17,0.01,2,1,5,100,1.0,0.480069530710835,0.058226423400526195,215
p17,0.01,2,1,5,200,0.8,0.5436296680398314,0.07845434464770695,164
p17,0.01,2,1,5,200,1.0,0.5189246967287515,0.0812599128277066,196
p17,0.01,2,2,2,50,0.8,0.5152143186080318,0.044347866751836426,202
p17,0.01,2,2,2,50,1.0,0.5111011129393482,0.11077440154490967,205
p17,0.01,2,2,2,100,0.8,0.5517636148677217,0.06636756643454671,152
p17,0.01,2,2,2,100,1.0,0.5157473717435354,0.08669008865669244,200
p17,0.01,2,2,2,200,0.8,0.5657190191672951,0.06995362565592628,111
p17,0.01,2,2,2,200,1.0,0.5105703843744391,0.05320898255576577,208
p17,0.01,2,2,5,50,0.8,0.5152143186080318,0.044347866751836426,202
p17,0.01,2,2,5,50,1.0,0.5111011129393482,0.11077440154490967,205
p17,0.01,2,2,5,100,0.8,0.5517636148677217,0.06636756643454671,152
p17,0.01,2,2,5,100,1.0,0.5157473717435354,0.08669008865669244,200
p17,0.01,2,2,5,200,0.8,0.5726976726976727,0.06962146582274147,80
p17,0.01,2,2,5,200,1.0,0.5181574028310227,0.056505399922079494,197
p17,0.01,3,1,2,50,0.8,0.53131931841097,0.06293061505128685,184
p17,0.01,3,1,2,50,1.0,0.53256154909246,0.10790380996990014,183
p17,0.01,3,1,2,100,0.8,0.5540871831042196,0.06448364534957145,146
p17,0.01,3,1,2,100,1.0,0.5621702974963844,0.09450531274636638,122
p17,0.01,3,1,2,200,0.8,0.5453273906071192,0.08038599213548918,159
p17,0.01,3,1,2,200,1.0,0.5579284141784142,0.05532664992810354,134
p17,0.01,3,1,5,50,0.8,0.5496759074314502,0.042709461836510906,155
p17,0.01,3,1,5,50,1.0,0.510841994109897,0.10096134130913723,207
p17,0.01,3,1,5,100,0.8,0.5639255721803582,0.08118770301323232,118
p17,0.01,3,1,5,100,1.0,0.5376607268848648,0.0659148393707575,172
p17,0.01,3,1,5,200,0.8,0.5797835497835497,0.08124280611751473,58
p17,0.01,3,1,5,200,1.0,0.5419027731527731,0.052539702164249115,168
p17,0.01,3,2,2,50,0.8,0.5609281671201176,0.04320329110549339,126
p17,0.01,3,2,2,50,1.0,0.49348088299878584,0.08043941405298813,210
p17,0.01,3,2,2,100,0.8,0.5852130325814535,0.06420143645477645,39
p17,0.01,3,2,2,100,1.0,0.5529313335601368,0.06478861590958138,149
p17,0.01,3,2,2,200,0.8,0.5572273425070711,0.07629827160766423,141
p17,0.01,3,2,2,200,1.0,0.5669351580147914,0.06437746745367058,107
p17,0.01,3,2,5,50,0.8,0.5609281671201176,0.04320329110549339,126
p17,0.01,3,2,5,50,1.0,0.5038857594371937,0.091717348429462,209
p17,0.01,3,2,5,100,0.8,0.5576190476190476,0.06976474884499975,136
p17,0.01,3,2,5,100,1.0,0.5529313335601368,0.06478861590958138,149
p17,0.01,3,2,5,200,0.8,0.5748960440414713,0.06546245646202611,73
p17,0.01,3,2,5,200,1.0,0.5686803171812398,0.06396942142909899,102
p17,0.01,4,1,2,50,0.8,0.5287819410300271,0.06077024689505325,187
p17,0.01,4,1,2,50,1.0,0.5593103821422137,0.11263802222254936,131
p17,0.01,4,1,2,100,0.8,0.5369255898366607,0.08139839273709647,175
p17,0.01,4,1,2,100,1.0,0.5301949562020426,0.07086344237242445,186
p17,0.01,4,1,2,200,0.8,0.5745339845339845,0.07685787280254193,75
p17,0.01,4,1,2,200,1.0,0.5132372119686698,0.052255456705831205,204
p17,0.01,4,1,5,50,0.8,0.5266124722726356,0.06356001334083922,192
p17,0.01,4,1,5,50,1.0,0.5224262087267766,0.1013084418972389,194
p17,0.01,4,1,5,100,0.8,0.5838456123195332,0.06901962229762118,43
p17,0.01,4,1,5,100,1.0,0.5471728848947421,0.05823235103150806,156
p17,0.01,4,1,5,200,0.8,0.5821477832512315,0.09301825997021451,46
p17,0.01,4,1,5,200,1.0,0.5327539345406662,0.06445379095813725,180
p17,0.01,4,2,2,50,0.8,0.569030236882529,0.05970754100590041,100
p17,0.01,4,2,2,50,1.0,0.5548679660193649,0.0993426812149965,145
p17,0.01,4,2,2,100,0.8,0.5276556776556777,0.07160811472699906,189
p17,0.01,4,2,2,100,1.0,0.5619173905110937,0.06930461806221691,124
p17,0.01,4,2,2,200,0.8,0.5738929588929589,0.06112354768591911,77
p17,0.01,4,2,2,200,1.0,0.568677841953704,0.062078071177940536,103
p17,0.01,4,2,5,50,0.8,0.5334489875805131,0.06443384366186104,179
p17,0.01,4,2,5,50,1.0,0.5406913955609608,0.08456306008884865,169
p17,0.01,4,2,5,100,0.8,0.5573272704307187,0.08544903086820661,140
p17,0.01,4,2,5,100,1.0,0.5267876696572349,0.04723006371046907,190
p17,0.01,4,2,5,200,0.8,0.5425024630541871,0.08870134188609644,167
p17,0.01,4,2,5,200,1.0,0.5455640173031477,0.049180791888296785,158
p17,0.05,2,1,2,50,0.8,0.5391252266252267,0.11624235926806348,170
p17,0.05,2,1,2,50,1.0,0.5753949106449106,0.05869492450067724,71
p17,0.05,2,1,2,100,0.8,0.5673854354180441,0.10608041712378728,106
p17,0.05,2,1,2,100,1.0,0.5790264644539238,0.05721624227644789,61
p17,0.05,2,1,2,200,0.8,0.5789062789062789,0.09474904040536422,63
p17,0.05,2,1,2,200,1.0,0.6045777880290624,0.08263745788936647,11
p17,0.05,2,1,5,50,0.8,0.5391252266252267,0.11624235926806348,170
p17,0.05,2,1,5,50,1.0,0.5573520685186553,0.04859821488179894,138
p17,0.05,2,1,5,100,0.8,0.5602715365593925,0.06721633278915642,130
p17,0.05,2,1,5,100,1.0,0.5573520685186553,0.04859821488179894,138
p17,0.05,2,1,5,200,0.8,0.5717060790284179,0.11814078601323076,87
p17,0.05,2,1,5,200,1.0,0.6092561913487702,0.08206149771573054,8
p17,0.05,2,2,2,50,0.8,0.515945689853486,0.10785749684575256,198
p17,0.05,2,2,2,50,1.0,0.5740477206925683,0.07558995585871824,76
p17,0.05,2,2,2,100,0.8,0.5650009436731526,0.09666192700360418,114
p17,0.05,2,2,2,100,1.0,0.5916260064412239,0.0755240540750101,25
p17,0.05,2,2,2,200,0.8,0.611923261923262,0.07554544143187422,7
p17,0.05,2,2,2,200,1.0,0.6287447045707915,0.06809627027931105,2
p17,0.05,2,2,5,50,0.8,0.515945689853486,0.10785749684575256,198
p17,0.05,2,2,5,50,1.0,0.5645279071727547,0.07510377006438936,115
p17,0.05,2,2,5,100,0.8,0.564418193090402,0.09655837666148662,116
p17,0.05,2,2,5,100,1.0,0.5890555555555556,0.07071882901871167,28
p17,0.05,2,2,5,200,0.8,0.5975638419551463,0.09509546910605,19
p17,0.05,2,2,5,200,1.0,0.62812483590312,0.08143883149274146,3
p17,0.05,3,1,2,50,0.8,0.551967156836722,0.07181359778387807,151
p17,0.05,3,1,2,50,1.0,0.5443976465507432,0.059159843484131946,162
p17,0.05,3,1,2,100,0.8,0.5942341687350761,0.086633232771214,24
p17,0.05,3,1,2,100,1.0,0.5619962163440424,0.08155403540093945,123
p17,0.05,3,1,2,200,0.8,0.6021878121878121,0.08715412853054093,16
p17,0.05,3,1,2,200,1.0,0.5631131886575896,0.08621202212033253,120
p17,0.05,3,1,5,50,0.8,0.5574189038572297,0.0702153340675742,137
p17,0.05,3,1,5,50,1.0,0.5690901594379856,0.07443753604682074,99
p17,0.05,3,1,5,100,0.8,0.6088541918742268,0.061575886142682806,9
p17,0.05,3,1,5,100,1.0,0.5435623200329083,0.06379165132387309,166
p17,0.05,3,1,5,200,0.8,0.5750690816208058,0.07699236456588175,72
p17,0.05,3,1,5,200,1.0,0.557911249023781,0.07730542735623333,135
p17,0.05,3,2,2,50,0.8,0.5756283540115309,0.08900317141800025,69
p17,0.05,3,2,2,50,1.0,0.567891528761094,0.06697570668765221,105
p17,0.05,3,2,2,100,0.8,0.5800217254010358,0.0861634098179264,55
p17,0.05,3,2,2,100,1.0,0.5723584820976125,0.07498273987000409,84
p17,0.05,3,2,2,200,0.8,0.5846582740375844,0.07925939268229926,41
p17,0.05,3,2,2,200,1.0,0.5877004354965375,0.06588186892165078,33
p17,0.05,3,2,5,50,0.8,0.5696184735914871,0.08582101828592473,96
p17,0.05,3,2,5,50,1.0,0.5951626400305075,0.08868780478665649,22
p17,0.05,3,2,5,100,0.8,0.6045409488617886,0.06221206011513716,12
p17,0.05,3,2,5,100,1.0,0.5895852842809365,0.06699025000158028,27
p17,0.05,3,2,5,200,0.8,0.5771939959646106,0.08908483131145352,68
p17,0.05,3,2,5,200,1.0,0.5962132694891316,0.08451746465661482,20
p17,0.05,4,1,2,50,0.8,0.5840256423015043,0.06742486416841213,42
p17,0.05,4,1,2,50,1.0,0.5312280347615662,0.07290960038226836,185
p17,0.05,4,1,2,100,0.8,0.5745433954129606,0.07906479551487726,74
p17,0.05,4,1,2,100,1.0,0.5371911212393585,0.07516026268147025,174
p17,0.05,4,1,2,200,0.8,0.582057942057942,0.057604524968987235,47
p17,0.05,4,1,2,200,1.0,0.5499633771164738,0.06064597625565881,154
p17,0.05,4,1,5,50,0.8,0.5914988537477293,0.1080371475691318,26
p17,0.05,4,1,5,50,1.0,0.5261713776419659,0.05864531571222088,193
p17,0.05,4,1,5,100,0.8,0.5657274220032841,0.07379248112346039,110
p17,0.05,4,1,5,100,1.0,0.5579400329274655,0.09971590354731649,132
p17,0.05,4,1,5,200,0.8,0.568898373767939,0.05331081347523951,101
p17,0.05,4,1,5,200,1.0,0.5529482159964533,0.06165340127377683,148
p17,0.05,4,2,2,50,0.8,0.565427109400123,0.08205450721901064,112
p17,0.05,4,2,2,50,1.0,0.5367680084563343,0.048479154493790526,176
p17,0.05,4,2,2,100,0.8,0.5286488226260488,0.08126753131576332,188
p17,0.05,4,2,2,100,1.0,0.603536231884058,0.06483699691435503,14
p17,0.05,4,2,2,200,0.8,0.5712912961791833,0.08335202061645376,90
p17,0.05,4,2,2,200,1.0,0.5731077745783628,0.07414094673572608,78
p17,0.05,4,2,5,50,0.8,0.5798317881796142,0.06770287138664725,56
p17,0.05,4,2,5,50,1.0,0.5704937646225016,0.07991877919762293,94
p17,0.05,4,2,5,100,0.8,0.5625201681515256,0.06358455415538934,121
p17,0.05,4,2,5,100,1.0,0.5448028121189554,0.09290200639031966,160
p17,0.05,4,2,5,200,0.8,0.584668480944343,0.06204287279432774,40
p17,0.05,4,2,5,200,1.0,0.5371917629235703,0.062496894456359746,173
p17,0.1,2,1,2,50,0.8,0.5711619774528321,0.08909566089782038,91
p17,0.1,2,1,2,50,1.0,0.6010419492634635,0.031211858579478842,17
p17,0.1,2,1,2,100,0.8,0.588176559627834,0.08578582094652826,30
p17,0.1,2,1,2,100,1.0,0.5754939613526571,0.09523241844597558,70
p17,0.1,2,1,2,200,0.8,0.5778548668278803,0.07672995920316447,66
p17,0.1,2,1,2,200,1.0,0.5784025764895331,0.054081473302553924,65
p17,0.1,2,1,5,50,0.8,0.5724107287015834,0.08831184626367479,83
p17,0.1,2,1,5,50,1.0,0.5959667215980791,0.023440519053876126,21
p17,0.1,2,1,5,100,0.8,0.5548724930464062,0.10585641813351626,144
p17,0.1,2,1,5,100,1.0,0.5680876940042806,0.037842722381872876,104
p17,0.1,2,1,5,200,0.8,0.5877368161850921,0.0902237193741706,32
p17,0.1,2,1,5,200,1.0,0.5875746761983643,0.03984599971266737,35
p17,0.1,2,2,2,50,0.8,0.580932467832018,0.07828876856341956,50
p17,0.1,2,2,2,50,1.0,0.611995936097885,0.06165065573486926,6
p17,0.1,2,2,2,100,0.8,0.5820076158501946,0.072665743571462,48
p17,0.1,2,2,2,100,1.0,0.5875878813839833,0.08905610913939041,34
p17,0.1,2,2,2,200,0.8,0.5796615349224046,0.09685929935766185,59
p17,0.1,2,2,2,200,1.0,0.579598169945996,0.07905412942428798,60
p17,0.1,2,2,5,50,0.8,0.580932467832018,0.07828876856341956,50
p17,0.1,2,2,5,50,1.0,0.5798055892688577,0.059536330972754486,57
p17,0.1,2,2,5,100,0.8,0.5717789257219542,0.08207985477092329,86
p17,0.1,2,2,5,100,1.0,0.5726806239737273,0.1189589797975074,81
p17,0.1,2,2,5,200,0.8,0.5694796273192075,0.10572611232612057,98
p17,0.1,2,2,5,200,1.0,0.5772963014887502,0.08503244090321196,67
p17,0.1,3,1,2,50,0.8,0.5437700133144143,0.05196939543797965,163
p17,0.1,3,1,2,50,1.0,0.5787157190635451,0.06256773037521257,64
p17,0.1,3,1,2,100,0.8,0.5708733411072242,0.07865426219821578,92
p17,0.1,3,1,2,100,1.0,0.5730340673818934,0.07188269280892946,79
p17,0.1,3,1,2,200,0.8,0.5696261210054313,0.0878560580415903,95
p17,0.1,3,1,2,200,1.0,0.5723351945960642,0.06267561067208655,85
p17,0.1,3,1,5,50,0.8,0.5818727249761733,0.07467423692952661,49
p17,0.1,3,1,5,50,1.0,0.5950994198368524,0.05694597492116092,23
p17,0.1,3,1,5,100,0.8,0.5724940756395029,0.06863721508223668,82
p17,0.1,3,1,5,100,1.0,0.569506738694145,0.049171778172005354,97
p17,0.1,3,1,5,200,0.8,0.6028184459218942,0.08329625580232321,15
p17,0.1,3,1,5,200,1.0,0.5808329831088452,0.05343461806316222,53
p17,0.1,3,2,2,50,0.8,0.5708576576402663,0.10626131104626996,93
p17,0.1,3,2,2,50,1.0,0.62004662004662,0.09549644591558498,4
p17,0.1,3,2,2,100,0.8,0.5866583596313732,0.07166423578520882,36
p17,0.1,3,2,2,100,1.0,0.6059012002490263,0.0684636722952423,10
p17,0.1,3,2,2,200,0.8,0.5852462033496516,0.07334086356018844,38
p17,0.1,3,2,2,200,1.0,0.5809253548383984,0.09862765690826465,52
p17,0.1,3,2,5,50,0.8,0.5714669461805892,0.12144634728490732,88
p17,0.1,3,2,5,50,1.0,0.5877617223134465,0.06446766071475457,31
p17,0.1,3,2,5,100,0.8,0.5714648697407319,0.11470920253421488,89
p17,0.1,3,2,5,100,1.0,0.5864792570386504,0.07842587159169474,37
p17,0.1,3,2,5,200,0.8,0.5579356353569247,0.08301467772855949,133
p17,0.1,3,2,5,200,1.0,0.5632018809110263,0.09259525126707666,119
p17,0.1,4,1,2,50,0.8,0.6370051308012327,0.07341901940554486,1
p17,0.1,4,1,2,50,1.0,0.5888664067381735,0.0697776700322427,29
p17,0.1,4,1,2,100,0.8,0.6145254745254746,0.0912163472921883,5
p17,0.1,4,1,2,100,1.0,0.56501554001554,0.1007900908941267,113
p17,0.1,4,1,2,200,0.8,0.5836418933390448,0.07937194156214745,44
p17,0.1,4,1,2,200,1.0,0.5831939263578926,0.09011444307343691,45
p17,0.1,4,1,5,50,0.8,0.5342536773571257,0.11495749181861604,177
p17,0.1,4,1,5,50,1.0,0.5539343233256276,0.07281034422027041,147
p17,0.1,4,1,5,100,0.8,0.5447408681051858,0.08978225846152377,161
p17,0.1,4,1,5,100,1.0,0.5340125195812802,0.027600210106143046,178
p17,0.1,4,1,5,200,0.8,0.6038207322690081,0.07970436491249978,13
p17,0.1,4,1,5,200,1.0,0.5190208677770347,0.043870142065775566,195
p17,0.1,4,2,2,50,0.8,0.5665571964267617,0.07717256804050922,108
p17,0.1,4,2,2,50,1.0,0.5607673051586095,0.052116365286538006,128
p17,0.1,4,2,2,100,0.8,0.5985707950220694,0.07153060726753412,18
p17,0.1,4,2,2,100,1.0,0.579003884671051,0.07140546057119354,62
p17,0.1,4,2,2,200,0.8,0.5641703124461745,0.04932892711778192,117
p17,0.1,4,2,2,200,1.0,0.5804766103461756,0.08715529067845738,54
p17,0.1,4,2,5,50,0.8,0.5603062206766933,0.10286944582680181,129
p17,0.1,4,2,5,50,1.0,0.5558808373590983,0.07498037764853964,143
p17,0.1,4,2,5,100,0.8,0.5609861735798767,0.08171581339967748,125
p17,0.1,4,2,5,100,1.0,0.5567632850241546,0.066970144827414,142
p17,0.1,4,2,5,200,0.8,0.5661133247340143,0.08488676336219715,109
p17,0.1,4,2,5,200,1.0,0.5470607145616373,0.06907895163775139,157
p18,0.01,2,1,2,50,0.8,0.39000974487220125,0.003108950827178819,209
p18,0.01,2,1,2,50,1.0,0.38852190109956136,0.006590846383908827,213
p18,0.01,2,1,2,100,0.8,0.4378163609979969,0.06913887299227044,195
p18,0.01,2,1,2,100,1.0,0.46721976901069545,0.0438655277362392,184
p18,0.01,2,1,2,200,0.8,0.52150059314788,0.08497751957529807,149
p18,0.01,2,1,2,200,1.0,0.5204976485762615,0.04803161879047169,152
p18,0.01,2,1,5,50,0.8,0.39000974487220125,0.003108950827178819,209
p18,0.01,2,1,5,50,1.0,0.38852190109956136,0.006590846383908827,213
p18,0.01,2,1,5,100,0.8,0.4378163609979969,0.06913887299227044,195
p18,0.01,2,1,5,100,1.0,0.46721976901069545,0.0438655277362392,184
p18,0.01,2,1,5,200,0.8,0.5258256866590199,0.09270391002890462,137
p18,0.01,2,1,5,200,1.0,0.5174065557890974,0.04237210243150133,158
p18,0.01,2,2,2,50,0.8,0.39000974487220125,0.003108950827178819,209
p18,0.01,2,2,2,50,1.0,0.38852190109956136,0.006590846383908827,213
p18,0.01,2,2,2,100,0.8,0.46663059024700876,0.07166646203977321,188
p18,0.01,2,2,2,100,1.0,0.46721976901069545,0.0438655277362392,184
p18,0.01,2,2,2,200,0.8,0.5139081947115676,0.0798382803277438,164
p18,0.01,2,2,2,200,1.0,0.5338492969279098,0.0543101486905819,116
p18,0.01,2,2,5,50,0.8,0.39000974487220125,0.003108950827178819,209
p18,0.01,2,2,5,50,1.0,0.38852190109956136,0.006590846383908827,213
p18,0.01,2,2,5,100,0.8,0.46663059024700876,0.07166646203977321,188
p18,0.01,2,2,5,100,1.0,0.46721976901069545,0.0438655277362392,184
p18,0.01,2,2,5,200,0.8,0.50968993517774,0.07224736926186992,173
p18,0.01,2,2,5,200,1.0,0.5307582041407459,0.05020451453264559,129
p18,0.01,3,1,2,50,0.8,0.3976638304224511,0.02045235801233738,202
p18,0.01,3,1,2,50,1.0,0.4037244364830571,0.02902876716938066,201
p18,0.01,3,1,2,100,0.8,0.4705293948904409,0.05107524979078784,182
p18,0.01,3,1,2,100,1.0,0.5207246944441288,0.04468179685011694,151
p18,0.01,3,1,2,200,0.8,0.5103878727456331,0.07340355256321292,170
p18,0.01,3,1,2,200,1.0,0.5631870985489498,0.048969630814435866,34
p18,0.01,3,1,5,50,0.8,0.3976638304224511,0.02045235801233738,202
p18,0.01,3,1,5,50,1.0,0.39331243469174504,0.023531510776922768,206
p18,0.01,3,1,5,100,0.8,0.4619734568525751,0.056506684760506895,190
p18,0.01,3,1,5,100,1.0,0.5148874200022703,0.037298865096448,162
p18,0.01,3,1,5,200,0.8,0.5103230585492154,0.055684626047902905,172
p18,0.01,3,1,5,200,1.0,0.5694273554528223,0.05587829129596158,18
p18,0.01,3,2,2,50,0.8,0.3976638304224511,0.02045235801233738,202
p18,0.01,3,2,2,50,1.0,0.39331243469174504,0.023531510776922768,206
p18,0.01,3,2,2,100,0.8,0.47230769114286364,0.06457899894728074,181
p18,0.01,3,2,2,100,1.0,0.5122422482514074,0.035562636217760034,166
p18,0.01,3,2,2,200,0.8,0.5135080687730806,0.07375817797319142,165
p18,0.01,3,2,2,200,1.0,0.5639733226435264,0.044941470535646684,32
p18,0.01,3,2,5,50,0.8,0.3976638304224511,0.02045235801233738,202
p18,0.01,3,2,5,50,1.0,0.39331243469174504,0.023531510776922768,206
p18,0.01,3,2,5,100,0.8,0.4675235323847705,0.06045767976921558,183
p18,0.01,3,2,5,100,1.0,0.512238826214436,0.03674727240846482,167
p18,0.01,3,2,5,200,0.8,0.5144611694562047,0.06369108594368683,163
p18,0.01,3,2,5,200,1.0,0.5550917436961579,0.05715875910056486,53
p18,0.01,4,1,2,50,0.8,0.40438087297069575,0.02114156621567037,200
p18,0.01,4,1,2,50,1.0,0.4531936958055319,0.045283323625484345,193
p18,0.01,4,1,2,100,0.8,0.522484633533727,0.019585370760221224,145
p18,0.01,4,1,2,100,1.0,0.5308525579692642,0.05417479812814348,127
p18,0.01,4,1,2,200,0.8,0.5531685936797471,0.052502152130943065,60
p18,0.01,4,1,2,200,1.0,0.5407062387838246,0.04416763294301419,89
p18,0.01,4,1,5,50,0.8,0.4118315125131485,0.033304699602645774,198
p18,0.01,4,1,5,50,1.0,0.45554653611232243,0.04576864377638382,192
p18,0.01,4,1,5,100,0.8,0.4957250067006164,0.030898486857307915,180
p18,0.01,4,1,5,100,1.0,0.5264938147742031,0.03386812301991307,136
p18,0.01,4,1,5,200,0.8,0.552517556901807,0.05742963968336691,62
p18,0.01,4,1,5,200,1.0,0.5414073941982711,0.05213457442154568,88
p18,0.01,4,2,2,50,0.8,0.4132482460068667,0.03221150638982436,197
