Participant,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,subsample,mean_test_score,std_test_score,rank_test_score
p5,0.1,4,1,5,200,1.0,0.4697188788836386,0.041273634798311386,169
p5,0.1,4,2,2,50,0.8,0.4715136168629862,0.10221513503987693,163
p5,0.1,4,2,2,50,1.0,0.48586289576190234,0.022677918839395926,114
p5,0.1,4,2,2,100,0.8,0.49524797170792584,0.10051244101451905,85
p5,0.1,4,2,2,100,1.0,0.470516912720454,0.026675170487439833,167
p5,0.1,4,2,2,200,0.8,0.5120455532593406,0.09240027404554045,45
p5,0.1,4,2,2,200,1.0,0.45631491312999656,0.0615051630924321,193
p5,0.1,4,2,5,50,0.8,0.4524805954279638,0.039231831939971054,198
p5,0.1,4,2,5,50,1.0,0.49464418693449785,0.03450740845743541,90
p5,0.1,4,2,5,100,0.8,0.4584331865604815,0.0653995220501564,188
p5,0.1,4,2,5,100,1.0,0.5117723574897488,0.057916319900294735,46
p5,0.1,4,2,5,200,0.8,0.423415048334909,0.06121586573859778,216
p5,0.1,4,2,5,200,1.0,0.48055887594833013,0.06336040371275603,137
p7,0.01,2,1,2,50,0.8,0.5311640805375056,0.03577110726725798,154
p7,0.01,2,1,2,50,1.0,0.5176217241120749,0.07613762516545386,196
p7,0.01,2,1,2,100,0.8,0.546994935329716,0.07197113543553905,101
p7,0.01,2,1,2,100,1.0,0.5325424562013703,0.06669072703685167,147
p7,0.01,2,1,2,200,0.8,0.5572883787661407,0.04751912297002865,61
p7,0.01,2,1,2,200,1.0,0.5263380238088574,0.04202312469052722,175
p7,0.01,2,1,5,50,0.8,0.5311640805375056,0.03577110726725798,154
p7,0.01,2,1,5,50,1.0,0.5176217241120749,0.07613762516545386,196
p7,0.01,2,1,5,100,0.8,0.546994935329716,0.07197113543553905,101
p7,0.01,2,1,5,100,1.0,0.5325424562013703,0.06669072703685167,147
p7,0.01,2,1,5,200,0.8,0.5457771401243424,0.06101896387308903,108
p7,0.01,2,1,5,200,1.0,0.5263380238088574,0.04202312469052722,175
p7,0.01,2,2,2,50,0.8,0.5311640805375056,0.03577110726725798,154
p7,0.01,2,2,2,50,1.0,0.5176217241120749,0.07613762516545386,196
p7,0.01,2,2,2,100,0.8,0.5369494965294633,0.0586999187515136,133
p7,0.01,2,2,2,100,1.0,0.5325424562013703,0.06669072703685167,147
p7,0.01,2,2,2,200,0.8,0.5522006594678951,0.05267779736876068,83
p7,0.01,2,2,2,200,1.0,0.5349066090364816,0.05288864589260353,140
p7,0.01,2,2,5,50,0.8,0.5311640805375056,0.03577110726725798,154
p7,0.01,2,2,5,50,1.0,0.5176217241120749,0.07613762516545386,196
p7,0.01,2,2,5,100,0.8,0.5369494965294633,0.0586999187515136,133
p7,0.01,2,2,5,100,1.0,0.5325424562013703,0.06669072703685167,147
p7,0.01,2,2,5,200,0.8,0.5522006594678951,0.05267779736876068,83
p7,0.01,2,2,5,200,1.0,0.5349066090364816,0.05288864589260353,140
p7,0.01,3,1,2,50,0.8,0.5230284416665725,0.03439196315326199,183
p7,0.01,3,1,2,50,1.0,0.5388786770756491,0.08313584658137939,127
p7,0.01,3,1,2,100,0.8,0.531132609613841,0.02919638269615673,158
p7,0.01,3,1,2,100,1.0,0.5579576244440702,0.053937785905948096,56
p7,0.01,3,1,2,200,0.8,0.5603509257847399,0.05900556586869417,51
p7,0.01,3,1,2,200,1.0,0.5650813150813151,0.0694307580915945,41
p7,0.01,3,1,5,50,0.8,0.5364072695810043,0.03735030559576537,135
p7,0.01,3,1,5,50,1.0,0.540897171867217,0.07817605293935671,121
p7,0.01,3,1,5,100,0.8,0.5539493940494469,0.04466628650368702,74
p7,0.01,3,1,5,100,1.0,0.5479074962717023,0.04608060482456082,99
p7,0.01,3,1,5,200,0.8,0.5654386450829855,0.0536827810498785,40
p7,0.01,3,1,5,200,1.0,0.5733283352508937,0.0575630811795392,27
p7,0.01,3,2,2,50,0.8,0.5230284416665725,0.03439196315326199,183
p7,0.01,3,2,2,50,1.0,0.5340703521624575,0.09407586163223623,143
p7,0.01,3,2,2,100,0.8,0.5572317627718354,0.05553056540760009,62
p7,0.01,3,2,2,100,1.0,0.5569376617492604,0.0615621824751207,63
p7,0.01,3,2,2,200,0.8,0.5531902195197658,0.05655981631611217,81
p7,0.01,3,2,2,200,1.0,0.5739119390119919,0.055642741199216514,24
p7,0.01,3,2,5,50,0.8,0.5364072695810043,0.03735030559576537,135
p7,0.01,3,2,5,50,1.0,0.556711803002272,0.09179475211212722,64
p7,0.01,3,2,5,100,0.8,0.5641365246765973,0.047301211530140504,45
p7,0.01,3,2,5,100,1.0,0.55370799667749,0.0573383011532633,78
p7,0.01,3,2,5,200,0.8,0.5441847726421036,0.07177091024693158,114
p7,0.01,3,2,5,200,1.0,0.5680756700178282,0.04590123265989683,33
p7,0.01,4,1,2,50,0.8,0.5184219649295363,0.04055074141403591,193
p7,0.01,4,1,2,50,1.0,0.5295378881017895,0.08747156470625914,166
p7,0.01,4,1,2,100,0.8,0.5316576488978474,0.03732009369685096,152
p7,0.01,4,1,2,100,1.0,0.53856922976471,0.08126229925973151,128
p7,0.01,4,1,2,200,0.8,0.5467747223037754,0.029946375324017015,104
p7,0.01,4,1,2,200,1.0,0.5381153762891109,0.02421315364766831,131
p7,0.01,4,1,5,50,0.8,0.5184219649295363,0.04055074141403591,193
p7,0.01,4,1,5,50,1.0,0.5450337381916329,0.1028838028214839,112
p7,0.01,4,1,5,100,0.8,0.5246707189757116,0.033250303512673565,179
p7,0.01,4,1,5,100,1.0,0.5536484131878868,0.09630907433190343,79
p7,0.01,4,1,5,200,0.8,0.5416432062827329,0.03236959367570321,120
p7,0.01,4,1,5,200,1.0,0.5738257575757576,0.06534419183672888,25
p7,0.01,4,2,2,50,0.8,0.5234819699040418,0.045296920355348484,182
p7,0.01,4,2,2,50,1.0,0.5295378881017895,0.08747156470625914,166
p7,0.01,4,2,2,100,0.8,0.5270577764285345,0.04631241961444929,171
p7,0.01,4,2,2,100,1.0,0.5745837186602288,0.08649044121278632,23
p7,0.01,4,2,2,200,0.8,0.5431447807195131,0.039866246921783054,117
p7,0.01,4,2,2,200,1.0,0.5722716971630015,0.07075354604528601,29
p7,0.01,4,2,5,50,0.8,0.5113108463963456,0.06794047194308389,205
p7,0.01,4,2,5,50,1.0,0.5382558368197382,0.10453442041413961,129
p7,0.01,4,2,5,100,0.8,0.5316576488978474,0.03732009369685096,152
p7,0.01,4,2,5,100,1.0,0.5879318832875925,0.08926962587621436,9
p7,0.01,4,2,5,200,0.8,0.5537178555031141,0.029599381324009612,77
p7,0.01,4,2,5,200,1.0,0.5629520565981748,0.05452268641786044,47
p7,0.05,2,1,2,50,0.8,0.5212962961141002,0.05789084867184098,188
p7,0.05,2,1,2,50,1.0,0.5458420947310735,0.053906956340020525,106
p7,0.05,2,1,2,100,0.8,0.5298084865875398,0.05765391076140441,165
p7,0.05,2,1,2,100,1.0,0.5576336427366175,0.08502381516593427,57
p7,0.05,2,1,2,200,0.8,0.5323335545585806,0.050357914640290304,151
p7,0.05,2,1,2,200,1.0,0.5557390985364096,0.05115174435294509,69
p7,0.05,2,1,5,50,0.8,0.5212962961141002,0.05789084867184098,188
p7,0.05,2,1,5,50,1.0,0.5458420947310735,0.053906956340020525,106
p7,0.05,2,1,5,100,0.8,0.5131657319246989,0.06336643515947679,202
p7,0.05,2,1,5,100,1.0,0.5646427283287897,0.06432228937546114,42
p7,0.05,2,1,5,200,0.8,0.5265119264455906,0.03524148061899786,172
p7,0.05,2,1,5,200,1.0,0.5520477827479071,0.05843487133355885,85
p7,0.05,2,2,2,50,0.8,0.530109694031766,0.07014495284028564,161
p7,0.05,2,2,2,50,1.0,0.5327868467961347,0.022830542356206195,145
p7,0.05,2,2,2,100,0.8,0.5538370985861544,0.061280013644561135,76
p7,0.05,2,2,2,100,1.0,0.5497954432609164,0.07752875027646525,94
p7,0.05,2,2,2,200,0.8,0.5265119264455906,0.03524148061899786,172
p7,0.05,2,2,2,200,1.0,0.5575266066832083,0.03061895580559235,60
p7,0.05,2,2,5,50,0.8,0.530109694031766,0.07014495284028564,161
p7,0.05,2,2,5,50,1.0,0.5327868467961347,0.022830542356206195,145
p7,0.05,2,2,5,100,0.8,0.5479890195171284,0.05586838420644872,98
p7,0.05,2,2,5,100,1.0,0.5528257071607455,0.07958607566656223,82
p7,0.05,2,2,5,200,0.8,0.5265119264455906,0.03524148061899786,172
p7,0.05,2,2,5,200,1.0,0.5646427283287897,0.06432228937546114,42
p7,0.05,3,1,2,50,0.8,0.560719696110563,0.038666950623961,49
p7,0.05,3,1,2,50,1.0,0.5726279512553153,0.05264835955046568,28
p7,0.05,3,1,2,100,0.8,0.5539372195341385,0.05931590992363195,75
p7,0.05,3,1,2,100,1.0,0.5767213935295354,0.038452224380929816,18
p7,0.05,3,1,2,200,0.8,0.5222885444657411,0.05352636091897076,186
p7,0.05,3,1,2,200,1.0,0.5829014791120055,0.07102857252485252,12
p7,0.05,3,1,5,50,0.8,0.5143348597408665,0.04721574788636585,201
p7,0.05,3,1,5,50,1.0,0.5676214001961326,0.0544236072687539,35
p7,0.05,3,1,5,100,0.8,0.5490865614538498,0.04068746629809939,96
p7,0.05,3,1,5,100,1.0,0.5754882505912254,0.07852103150617055,20
p7,0.05,3,1,5,200,0.8,0.503953081232493,0.03668951962483161,211
p7,0.05,3,1,5,200,1.0,0.6070965193699605,0.07338836355741003,1
p7,0.05,3,2,2,50,0.8,0.5551473687747327,0.049324910016205904,70
p7,0.05,3,2,2,50,1.0,0.5710904023493453,0.05478748240943931,30
p7,0.05,3,2,2,100,0.8,0.5053903151928851,0.03252662236516297,210
p7,0.05,3,2,2,100,1.0,0.573355222752099,0.05345747148464391,26
p7,0.05,3,2,2,200,0.8,0.5180078742822969,0.05748068016732992,195
p7,0.05,3,2,2,200,1.0,0.5667272463919919,0.044220780457366736,38
p7,0.05,3,2,5,50,0.8,0.5363472438776373,0.04887246918078519,137
p7,0.05,3,2,5,50,1.0,0.5501060891049702,0.0679434609866493,93
p7,0.05,3,2,5,100,0.8,0.5604271251392783,0.033184771829435265,50
p7,0.05,3,2,5,100,1.0,0.5888839988239303,0.06092349875409963,7
p7,0.05,3,2,5,200,0.8,0.5206679689913056,0.06201960582091529,190
p7,0.05,3,2,5,200,1.0,0.5995660925691886,0.09529338251073387,3
p7,0.05,4,1,2,50,0.8,0.5034186388422588,0.07332150748348845,212
p7,0.05,4,1,2,50,1.0,0.6029065713380561,0.06670680244282488,2
p7,0.05,4,1,2,100,0.8,0.5222830311725577,0.065738087465155,187
p7,0.05,4,1,2,100,1.0,0.5333973465353251,0.02542229308652171,144
p7,0.05,4,1,2,200,0.8,0.512747830920451,0.06615387208089944,204
p7,0.05,4,1,2,200,1.0,0.5469741607344304,0.015329171175244984,103
p7,0.05,4,1,5,50,0.8,0.5596172248803828,0.057343334858554036,53
p7,0.05,4,1,5,50,1.0,0.5986371147784191,0.07761753666540241,4
p7,0.05,4,1,5,100,0.8,0.5452461144226775,0.0201504947861043,111
p7,0.05,4,1,5,100,1.0,0.5453764723072503,0.08062955192731257,110
p7,0.05,4,1,5,200,0.8,0.5298421325051759,0.05354307843484564,164
p7,0.05,4,1,5,200,1.0,0.5300256016385049,0.04355878489088399,163
p7,0.05,4,2,2,50,0.8,0.518567822503241,0.055058935563059005,192
p7,0.05,4,2,2,50,1.0,0.5795874168948624,0.05384762078185454,15
p7,0.05,4,2,2,100,0.8,0.5407305403197572,0.023994904264050477,122
p7,0.05,4,2,2,100,1.0,0.5704480450279877,0.04052435309179767,32
p7,0.05,4,2,2,200,0.8,0.5202865604949725,0.05705506605637602,191
p7,0.05,4,2,2,200,1.0,0.5501145984016349,0.012429193510387584,91
p7,0.05,4,2,5,50,0.8,0.5396558325453591,0.036522828886112094,125
p7,0.05,4,2,5,50,1.0,0.5844361466110779,0.06475651578683386,11
p7,0.05,4,2,5,100,0.8,0.5381852886640321,0.029363381795384287,130
p7,0.05,4,2,5,100,1.0,0.5548623083062442,0.03934356183205102,71
p7,0.05,4,2,5,200,0.8,0.5153602872368822,0.08799237215219188,200
p7,0.05,4,2,5,200,1.0,0.5672002473065058,0.030478984914813902,37
p7,0.1,2,1,2,50,0.8,0.5347199927829076,0.04033920391039965,142
p7,0.1,2,1,2,50,1.0,0.5547953216374268,0.050119233689825855,72
p7,0.1,2,1,2,100,0.8,0.544056858531538,0.03879872208073323,115
p7,0.1,2,1,2,100,1.0,0.556326719613756,0.037936725226982486,65
p7,0.1,2,1,2,200,0.8,0.5465185242331654,0.020152031167627513,105
p7,0.1,2,1,2,200,1.0,0.5581255726221401,0.04340902609543898,55
p7,0.1,2,1,5,50,0.8,0.5455298426107291,0.07275414435075535,109
p7,0.1,2,1,5,50,1.0,0.5576247040825046,0.06852399089886463,58
p7,0.1,2,1,5,100,0.8,0.5066575288652045,0.02560305034403937,209
p7,0.1,2,1,5,100,1.0,0.5429726894304899,0.04745054086670149,118
p7,0.1,2,1,5,200,0.8,0.5098516111871104,0.03869641152655276,207
p7,0.1,2,1,5,200,1.0,0.5393101553082673,0.04294101342451927,126
p7,0.1,2,2,2,50,0.8,0.5251556974291385,0.026978001948691776,178
p7,0.1,2,2,2,50,1.0,0.5787261962548003,0.09056948702892388,17
p7,0.1,2,2,2,100,0.8,0.5291522357931027,0.022551581548763616,168
p7,0.1,2,2,2,100,1.0,0.5487627949577416,0.06889912932566065,97
p7,0.1,2,2,2,200,0.8,0.5224297672285289,0.02664690518711834,185
p7,0.1,2,2,2,200,1.0,0.564302010306762,0.060468304452965464,44
p7,0.1,2,2,5,50,0.8,0.530634779750326,0.03215011809224796,159
p7,0.1,2,2,5,50,1.0,0.5611106536782939,0.08031947879462138,48
p7,0.1,2,2,5,100,0.8,0.5242986751944073,0.030950301463391162,180
p7,0.1,2,2,5,100,1.0,0.5866408181825802,0.05621303202806271,10
p7,0.1,2,2,5,200,0.8,0.5435138115598372,0.03076460358515576,116
p7,0.1,2,2,5,200,1.0,0.5808031526193711,0.019126028596934654,13
p7,0.1,3,1,2,50,0.8,0.5501145984016349,0.012429193510387584,91
p7,0.1,3,1,2,50,1.0,0.5764768856874121,0.06593548620386759,19
p7,0.1,3,1,2,100,0.8,0.5514387281239339,0.03491731743685464,87
p7,0.1,3,1,2,100,1.0,0.5798983232243959,0.058781460283327064,14
p7,0.1,3,1,2,200,0.8,0.5449703064016285,0.06101114605036071,113
p7,0.1,3,1,2,200,1.0,0.5667128473010826,0.04828344948571805,39
p7,0.1,3,1,5,50,0.8,0.5128819341950808,0.02487859816422093,203
p7,0.1,3,1,5,50,1.0,0.5558059845559846,0.046648719683942866,67
p7,0.1,3,1,5,100,0.8,0.5304062447323038,0.03217972038343115,160
p7,0.1,3,1,5,100,1.0,0.5512105072145983,0.08200719788943404,88
p7,0.1,3,1,5,200,0.8,0.4942345656932039,0.050282278930546306,214
p7,0.1,3,1,5,200,1.0,0.5257372372650015,0.055804218765144735,177
p7,0.1,3,2,2,50,0.8,0.5470482977465999,0.05316360378746769,100
p7,0.1,3,2,2,50,1.0,0.5788730715582775,0.08019129887039432,16
p7,0.1,3,2,2,100,0.8,0.5287804080721422,0.052301086246475066,170
p7,0.1,3,2,2,100,1.0,0.5923302808886334,0.07772711135884801,6
p7,0.1,3,2,2,200,0.8,0.5398215775812256,0.06159515107999468,124
p7,0.1,3,2,2,200,1.0,0.5518968007530592,0.028378488884377752,86
p7,0.1,3,2,5,50,0.8,0.5675581079671921,0.04118337410155658,36
p7,0.1,3,2,5,50,1.0,0.5587134675474376,0.07019007276206896,54
p7,0.1,3,2,5,100,0.8,0.5532882551720237,0.05035201742952209,80
p7,0.1,3,2,5,100,1.0,0.567811383662777,0.042993686773303716,34
p7,0.1,3,2,5,200,0.8,0.5350109964330685,0.04927366632557938,139
p7,0.1,3,2,5,200,1.0,0.5575610844276124,0.04008735205208639,59
p7,0.1,4,1,2,50,0.8,0.5083949280853306,0.0539707284203508,208
p7,0.1,4,1,2,50,1.0,0.5502474375992683,0.026927420922769348,89
p7,0.1,4,1,2,100,0.8,0.5242560519190954,0.0439153663435186,181
p7,0.1,4,1,2,100,1.0,0.5545412507517771,0.03852770094818247,73
p7,0.1,4,1,2,200,0.8,0.5557698315198315,0.054859589045069775,68
p7,0.1,4,1,2,200,1.0,0.5639902115399549,0.032490528068700036,46
p7,0.1,4,1,5,50,0.8,0.5003166594616719,0.06620388206550418,213
p7,0.1,4,1,5,50,1.0,0.5886371518837195,0.10308448106535689,8
p7,0.1,4,1,5,100,0.8,0.481564461973376,0.047146663111118,216
p7,0.1,4,1,5,100,1.0,0.5603031502636766,0.055946268577684324,52
p7,0.1,4,1,5,200,0.8,0.4906167611027346,0.054819555818903576,215
p7,0.1,4,1,5,200,1.0,0.5288154889968112,0.03676818870286373,169
p7,0.1,4,2,2,50,0.8,0.5376361491239865,0.02496992648126815,132
p7,0.1,4,2,2,50,1.0,0.5751444382326735,0.09083107005313185,21
p7,0.1,4,2,2,100,0.8,0.5102627806975633,0.06999368753024503,206
p7,0.1,4,2,2,100,1.0,0.556026880833391,0.0699865355171894,66
p7,0.1,4,2,2,200,0.8,0.5362658256909696,0.06354481138580684,138
p7,0.1,4,2,2,200,1.0,0.5501966454598033,0.05788884165926188,90
p7,0.1,4,2,5,50,0.8,0.5960186889134258,0.03848316643758609,5
p7,0.1,4,2,5,50,1.0,0.5496426223804598,0.05191658452541836,95
p7,0.1,4,2,5,100,0.8,0.5710691424507214,0.05186257278508328,31
p7,0.1,4,2,5,100,1.0,0.5426375598086125,0.04858243096412258,119
p7,0.1,4,2,5,200,0.8,0.5748520256414993,0.062287119281586895,22
p7,0.1,4,2,5,200,1.0,0.5400175711016673,0.052478931839230844,123
p9,0.01,2,1,2,50,0.8,0.528688734345652,0.046324939650605,96
p9,0.01,2,1,2,50,1.0,0.5160446970115933,0.06776770018842114,148
p9,0.01,2,1,2,100,0.8,0.5546707909364043,0.06308213556512698,24
p9,0.01,2,1,2,100,1.0,0.5415249798510667,0.10776735669158029,55
p9,0.01,2,1,2,200,0.8,0.5419615937630615,0.08035834538717805,54
p9,0.01,2,1,2,200,1.0,0.5282314722314723,0.08188537780352752,99
p9,0.01,2,1,5,50,0.8,0.528688734345652,0.046324939650605,96
p9,0.01,2,1,5,50,1.0,0.5160446970115933,0.06776770018842114,148
p9,0.01,2,1,5,100,0.8,0.5546707909364043,0.06308213556512698,24
p9,0.01,2,1,5,100,1.0,0.5415249798510667,0.10776735669158029,55
p9,0.01,2,1,5,200,0.8,0.5362675927749428,0.09483834600796762,76
p9,0.01,2,1,5,200,1.0,0.5347083855774558,0.07794560220038597,81
p9,0.01,2,2,2,50,0.8,0.5215065588470464,0.03467020812686995,124
p9,0.01,2,2,2,50,1.0,0.5160446970115933,0.06776770018842114,148
p9,0.01,2,2,2,100,0.8,0.5403980048989123,0.059968398435270284,62
p9,0.01,2,2,2,100,1.0,0.5415249798510667,0.10776735669158029,55
p9,0.01,2,2,2,200,0.8,0.5182824992907568,0.07838568411899877,137
p9,0.01,2,2,2,200,1.0,0.5282314722314723,0.08188537780352752,99
p9,0.01,2,2,5,50,0.8,0.5215065588470464,0.03467020812686995,124
p9,0.01,2,2,5,50,1.0,0.5160446970115933,0.06776770018842114,148
p9,0.01,2,2,5,100,0.8,0.5403980048989123,0.059968398435270284,62
p9,0.01,2,2,5,100,1.0,0.5415249798510667,0.10776735669158029,55
p9,0.01,2,2,5,200,0.8,0.5182824992907568,0.07838568411899877,137
p9,0.01,2,2,5,200,1.0,0.5282314722314723,0.08188537780352752,99
p9,0.01,3,1,2,50,0.8,0.5144067612758315,0.05727612015978934,156
p9,0.01,3,1,2,50,1.0,0.5552997469519209,0.11151077405747473,23
p9,0.01,3,1,2,100,0.8,0.5240959040959041,0.051381092868411915,116
p9,0.01,3,1,2,100,1.0,0.5480336591749635,0.0664922153892555,41
p9,0.01,3,1,2,200,0.8,0.546369578134284,0.08901820138035878,44
p9,0.01,3,1,2,200,1.0,0.5264910215293848,0.1047582662303313,109
p9,0.01,3,1,5,50,0.8,0.5170386264299307,0.09615125507783516,143
p9,0.01,3,1,5,50,1.0,0.5628911392257088,0.11921170948023224,15
p9,0.01,3,1,5,100,0.8,0.5492095854751988,0.04903048334674165,38
p9,0.01,3,1,5,100,1.0,0.5335828523328523,0.07485826780939352,84
p9,0.01,3,1,5,200,0.8,0.5450158036495798,0.07704645649725776,48
p9,0.01,3,1,5,200,1.0,0.5040142390526021,0.09188467132506829,180
p9,0.01,3,2,2,50,0.8,0.5002042402042403,0.08833250342996583,188
p9,0.01,3,2,2,50,1.0,0.5517092891005934,0.13058641777538996,33
p9,0.01,3,2,2,100,0.8,0.5407311207311208,0.06604915228151133,61
p9,0.01,3,2,2,100,1.0,0.5439902062510757,0.07177630362584327,50
p9,0.01,3,2,2,200,0.8,0.5319384319384319,0.07814518028892312,90
p9,0.01,3,2,2,200,1.0,0.5378782493673798,0.054984459814953736,73
p9,0.01,3,2,5,50,0.8,0.5156419319023064,0.07855487733695574,153
p9,0.01,3,2,5,50,1.0,0.5517092891005934,0.13058641777538996,33
p9,0.01,3,2,5,100,0.8,0.5079298479298479,0.06039261886551684,171
p9,0.01,3,2,5,100,1.0,0.5543044491740143,0.06615120323080566,26
p9,0.01,3,2,5,200,0.8,0.5427793272802346,0.0718440011237134,52
p9,0.01,3,2,5,200,1.0,0.5232750747642052,0.05997465740981545,119
p9,0.01,4,1,2,50,0.8,0.5272111917120991,0.028356193501403726,107
p9,0.01,4,1,2,50,1.0,0.5389144884153958,0.07676517363015081,68
p9,0.01,4,1,2,100,0.8,0.5520382165391239,0.057729982474558184,29
p9,0.01,4,1,2,100,1.0,0.5493612667525711,0.06580813312889089,37
p9,0.01,4,1,2,200,0.8,0.5125801348410044,0.02626743073087317,162
p9,0.01,4,1,2,200,1.0,0.5539115313028355,0.0867094468871686,27
p9,0.01,4,1,5,50,0.8,0.5074970043660746,0.08593673494174993,173
p9,0.01,4,1,5,50,1.0,0.5660593834506877,0.07181972598409736,12
p9,0.01,4,1,5,100,0.8,0.5532387290648161,0.07901165049784763,28
p9,0.01,4,1,5,100,1.0,0.5518433386259473,0.07597745287648175,32
p9,0.01,4,1,5,200,0.8,0.5445406445406447,0.062098629625232056,49
p9,0.01,4,1,5,200,1.0,0.5457448107448107,0.07416925360843105,46
p9,0.01,4,2,2,50,0.8,0.5276439570144297,0.0560578309428878,104
p9,0.01,4,2,2,50,1.0,0.5453984147897191,0.06888549672184381,47
p9,0.01,4,2,2,100,0.8,0.5134407428320472,0.08018625165904134,159
p9,0.01,4,2,2,100,1.0,0.5336313498917244,0.07002672824332501,83
p9,0.01,4,2,2,200,0.8,0.5351648351648352,0.035771713537454404,80
p9,0.01,4,2,2,200,1.0,0.5730086841499885,0.07965014879411123,5
p9,0.01,4,2,5,50,0.8,0.5287039984222972,0.05779929492942607,95
p9,0.01,4,2,5,50,1.0,0.536068664080658,0.07548621893888299,77
p9,0.01,4,2,5,100,0.8,0.5352713952713952,0.06748786359808191,79
p9,0.01,4,2,5,100,1.0,0.5505625668229414,0.0779496555021269,35
p9,0.01,4,2,5,200,0.8,0.5210728884641929,0.03819680219955502,127
p9,0.01,4,2,5,200,1.0,0.5730086841499885,0.07965014879411123,5
p9,0.05,2,1,2,50,0.8,0.5519136636783695,0.08951703670912511,30
p9,0.05,2,1,2,50,1.0,0.5311704499204499,0.08302030096299834,93
p9,0.05,2,1,2,100,0.8,0.5193170137620265,0.0716448146624504,133
p9,0.05,2,1,2,100,1.0,0.5112897332846182,0.07945443877866902,166
p9,0.05,2,1,2,200,0.8,0.5117216117216118,0.07064252378129154,165
p9,0.05,2,1,2,200,1.0,0.5120278936749525,0.07944079595770104,163
p9,0.05,2,1,5,50,0.8,0.5519136636783695,0.08951703670912511,30
p9,0.05,2,1,5,50,1.0,0.5182537832537832,0.08693489770728567,139
p9,0.05,2,1,5,100,0.8,0.5136140326903877,0.04473792393947813,158
p9,0.05,2,1,5,100,1.0,0.5008982373032855,0.0853022562295351,187
p9,0.05,2,1,5,200,0.8,0.49664688592661455,0.06868117857183181,197
p9,0.05,2,1,5,200,1.0,0.49345691051413265,0.0889450034416585,202
p9,0.05,2,2,2,50,0.8,0.5340330388626733,0.07760220637488184,82
p9,0.05,2,2,2,50,1.0,0.5313523694501955,0.06253423835223113,92
p9,0.05,2,2,2,100,0.8,0.5084234320429972,0.03793577123911181,170
p9,0.05,2,2,2,100,1.0,0.521025183020068,0.07870290210198054,128
p9,0.05,2,2,2,200,0.8,0.48066691024235786,0.046755202480058176,210
p9,0.05,2,2,2,200,1.0,0.49782645506516543,0.08241114685090895,193
p9,0.05,2,2,5,50,0.8,0.5433866482162826,0.06924658135760373,51
p9,0.05,2,2,5,50,1.0,0.5393499370999371,0.0751920888836361,67
p9,0.05,2,2,5,100,0.8,0.525206648826214,0.046537280512221564,111
p9,0.05,2,2,5,100,1.0,0.5177867317867318,0.06079907383968811,141
p9,0.05,2,2,5,200,0.8,0.4822588511140273,0.05687304423085986,209
p9,0.05,2,2,5,200,1.0,0.4971903569483464,0.10456651965606803,195
p9,0.05,3,1,2,50,0.8,0.5883230803486558,0.09421777189130127,2
p9,0.05,3,1,2,50,1.0,0.5208214272145464,0.053911395803202984,129
p9,0.05,3,1,2,100,0.8,0.5169647281060324,0.03622784325038176,144
p9,0.05,3,1,2,100,1.0,0.5207061457061457,0.05960332534001549,130
p9,0.05,3,1,2,200,0.8,0.49857118083205043,0.04842921186938342,192
p9,0.05,3,1,2,200,1.0,0.477188254579559,0.060826023316450976,215
p9,0.05,3,1,5,50,0.8,0.5243995135299484,0.08303415174264323,114
p9,0.05,3,1,5,50,1.0,0.5189770540154172,0.09071234389839687,135
p9,0.05,3,1,5,100,0.8,0.5168956116347421,0.06871485837999415,145
p9,0.05,3,1,5,100,1.0,0.5179123356514661,0.06812354600882559,140
p9,0.05,3,1,5,200,0.8,0.5281628355541399,0.03807662165387796,102
p9,0.05,3,1,5,200,1.0,0.5254515854515854,0.08872993196846363,110
p9,0.05,3,2,2,50,0.8,0.5796257944953598,0.026546336460234264,4
p9,0.05,3,2,2,50,1.0,0.5465536576949621,0.04720740939938544,42
p9,0.05,3,2,2,100,0.8,0.5633920282615935,0.03587608931981859,14
p9,0.05,3,2,2,100,1.0,0.5562879783851651,0.06478332351632281,22
p9,0.05,3,2,2,200,0.8,0.5221198318589624,0.06810076514419727,123
p9,0.05,3,2,2,200,1.0,0.523353825246037,0.07117394564282781,118
p9,0.05,3,2,5,50,0.8,0.5615938264633916,0.03519644802949429,18
p9,0.05,3,2,5,50,1.0,0.5483518594931638,0.0482797457557638,39
p9,0.05,3,2,5,100,0.8,0.5278521478521478,0.03747840622948185,103
p9,0.05,3,2,5,100,1.0,0.5276059126059126,0.09054233916646437,105
p9,0.05,3,2,5,200,0.8,0.5206432025354143,0.03451438078151917,131
p9,0.05,3,2,5,200,1.0,0.5163224537137581,0.07279014080300875,147
p9,0.05,4,1,2,50,0.8,0.5721776773950686,0.04353206295816662,7
p9,0.05,4,1,2,50,1.0,0.5695881716618716,0.08231041882639017,9
p9,0.05,4,1,2,100,0.8,0.5329886816082469,0.029431108634496075,85
p9,0.05,4,1,2,100,1.0,0.5283784733784734,0.0621137514414359,98
p9,0.05,4,1,2,200,0.8,0.4966186202702992,0.045519191983794074,198
p9,0.05,4,1,2,200,1.0,0.5190314587373411,0.05538799257421292,134
p9,0.05,4,1,5,50,0.8,0.5408986846486846,0.03522979384659795,60
p9,0.05,4,1,5,50,1.0,0.5403255445859191,0.08222905419911469,64
p9,0.05,4,1,5,100,0.8,0.5244959279850584,0.017308037588919627,113
