Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Disengaged Precision,Disengaged Recall,Disengaged F1,Engaged Precision,Engaged Recall,Engaged F1,Macro Precision,Macro Recall,Macro F1,Weighted Precision,Weighted Recall,Weighted F1,AUROC
p11,2,16,16,0.4,0.0005,0.0001,0.6666666666666666,0.6708860759493671,0.654320987654321,0.6625,0.6626506024096386,0.6790123456790124,0.6707317073170732,0.6667683391795028,0.6666666666666667,0.6666158536585366,0.6667683391795028,0.6666666666666666,0.6666158536585366,0.6928821825941168
p11,3,16,16,0.4,0.0005,0.0001,0.6604938271604939,0.6477272727272727,0.7037037037037037,0.6745562130177515,0.6756756756756757,0.6172839506172839,0.6451612903225806,0.6617014742014742,0.6604938271604939,0.659858751670166,0.6617014742014741,0.6604938271604939,0.659858751670166,0.6799268404206676
p11,4,16,16,0.4,0.0005,0.0001,0.6975308641975309,0.6896551724137931,0.7317073170731707,0.7100591715976331,0.7066666666666667,0.6625,0.6838709677419355,0.6981609195402299,0.6971036585365853,0.6969650696697842,0.6980559103164468,0.6975308641975309,0.6971267252491404,0.7192073170731706
p11,5,16,16,0.4,0.0005,0.0001,0.5987654320987654,0.5955056179775281,0.6463414634146342,0.6198830409356725,0.6027397260273972,0.55,0.5751633986928104,0.5991226720024627,0.598170731707317,0.5975232198142415,0.5990780170145006,0.5987654320987654,0.5977992669885801,0.6096036585365854
p11,1,16,16,0.5,0.001,0.0,0.6871165644171779,0.6666666666666666,0.7560975609756098,0.7085714285714285,0.7142857142857143,0.6172839506172839,0.6622516556291391,0.6904761904761905,0.6866907557964468,0.6854115421002838,0.6903301197779725,0.6871165644171779,0.6855536272933583,0.6853357422463113
p11,2,16,16,0.5,0.001,0.0,0.6851851851851852,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.6785714285714286,0.7037037037037037,0.6909090909090909,0.6854395604395604,0.6851851851851851,0.6850771869639793,0.6854395604395604,0.6851851851851852,0.6850771869639793,0.6954732510288066
p11,3,16,16,0.5,0.001,0.0,0.6419753086419753,0.6292134831460674,0.691358024691358,0.6588235294117647,0.6575342465753424,0.5925925925925926,0.6233766233766234,0.6433738648607049,0.6419753086419753,0.6411000763941941,0.6433738648607049,0.6419753086419753,0.6411000763941941,0.6875476299344612
p11,4,16,16,0.5,0.001,0.0,0.691358024691358,0.6777777777777778,0.7439024390243902,0.7093023255813954,0.7083333333333334,0.6375,0.6710526315789473,0.6930555555555555,0.6907012195121951,0.6901774785801713,0.6928669410150893,0.691358024691358,0.6904135878024088,0.7153963414634147
p11,5,16,16,0.5,0.001,0.0,0.5987654320987654,0.5913978494623656,0.6707317073170732,0.6285714285714286,0.6086956521739131,0.525,0.5637583892617449,0.6000467508181393,0.5978658536585366,0.5961649089165868,0.5999399742581916,0.5987654320987654,0.5965649894061528,0.5998475609756098
p11,1,16,16,0.5,0.001,0.0001,0.6871165644171779,0.6631578947368421,0.7682926829268293,0.711864406779661,0.7205882352941176,0.6049382716049383,0.6577181208053692,0.6918730650154798,0.6866154772658838,0.6847912637925151,0.6916968983266539,0.6871165644171779,0.6849573566942767,0.6928635953026198
