Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,3,16,32,0.3,0.0005,0.0,0.6234567901234568,0.6388888888888888,0.5679012345679012,0.6013071895424836,0.6761164456637708
p11,4,16,32,0.3,0.0005,0.0,0.6728395061728395,0.6956521739130435,0.6,0.6442953020134228,0.6931402439024391
p11,5,16,32,0.3,0.0005,0.0,0.5061728395061729,0.5,0.0875,0.14893617021276595,0.5841463414634146
p11,1,16,32,0.3,0.0005,0.0001,0.6257668711656442,0.6612903225806451,0.5061728395061729,0.5734265734265734,0.6613971695272507
p11,2,16,32,0.3,0.0005,0.0001,0.6728395061728395,0.6590909090909091,0.7160493827160493,0.6863905325443787,0.7107148300563938
p11,3,16,32,0.3,0.0005,0.0001,0.6111111111111112,0.618421052631579,0.5802469135802469,0.5987261146496815,0.6406035665294926
p11,4,16,32,0.3,0.0005,0.0001,0.6728395061728395,0.6753246753246753,0.65,0.6624203821656051,0.7106707317073172
p11,5,16,32,0.3,0.0005,0.0001,0.5802469135802469,0.5697674418604651,0.6125,0.5903614457831325,0.6217987804878049
p11,1,16,32,0.4,0.001,0.0,0.6687116564417178,0.6956521739130435,0.5925925925925926,0.64,0.7014453477868112
p11,2,16,32,0.4,0.001,0.0,0.6790123456790124,0.6835443037974683,0.6666666666666666,0.675,0.7216887669562566
p11,3,16,32,0.4,0.001,0.0,0.5987654320987654,0.5975609756097561,0.6049382716049383,0.6012269938650306,0.6451760402377685
p11,4,16,32,0.4,0.001,0.0,0.6666666666666666,0.6857142857142857,0.6,0.64,0.6966463414634146
p11,5,16,32,0.4,0.001,0.0,0.5061728395061729,0.0,0.0,0.0,0.5153963414634146
p11,1,16,32,0.4,0.001,0.0001,0.6687116564417178,0.6901408450704225,0.6049382716049383,0.6447368421052632,0.7080698584763626
p11,2,16,32,0.4,0.001,0.0001,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7122389879591525
p11,3,16,32,0.4,0.001,0.0001,0.6296296296296297,0.64,0.5925925925925926,0.6153846153846154,0.6724584666971498
p11,4,16,32,0.4,0.001,0.0001,0.6728395061728395,0.6666666666666666,0.675,0.6708074534161491,0.6966463414634148
p11,5,16,32,0.4,0.001,0.0001,0.5061728395061729,0.5,0.4,0.4444444444444444,0.5385670731707317
p11,1,16,32,0.4,0.0005,0.0,0.50920245398773,1.0,0.012345679012345678,0.024390243902439025,0.7077687443541102
p11,2,16,32,0.4,0.0005,0.0,0.6419753086419753,0.6493506493506493,0.6172839506172839,0.6329113924050633,0.7065996037189453
p11,3,16,32,0.4,0.0005,0.0,0.6419753086419753,0.6493506493506493,0.6172839506172839,0.6329113924050633,0.6489864349946655
p11,4,16,32,0.4,0.0005,0.0,0.691358024691358,0.7027027027027027,0.65,0.6753246753246753,0.7314024390243903
p11,5,16,32,0.4,0.0005,0.0,0.5370370370370371,0.5757575757575758,0.2375,0.336283185840708,0.5710365853658537
p11,1,16,32,0.4,0.0005,0.0001,0.6503067484662577,0.7,0.5185185185185185,0.5957446808510638,0.6943691659138813
p11,2,16,32,0.4,0.0005,0.0001,0.654320987654321,0.654320987654321,0.654320987654321,0.654320987654321,0.7142203932327389
p11,3,16,32,0.4,0.0005,0.0001,0.6481481481481481,0.65,0.6419753086419753,0.6459627329192547,0.6800792562109435
p11,4,16,32,0.4,0.0005,0.0001,0.6728395061728395,0.6956521739130435,0.6,0.6442953020134228,0.7129573170731707
p11,5,16,32,0.4,0.0005,0.0001,0.5740740740740741,0.6078431372549019,0.3875,0.4732824427480916,0.5957317073170731
p11,1,16,32,0.5,0.001,0.0,0.6871165644171779,0.7142857142857143,0.6172839506172839,0.6622516556291391,0.701294790725685
p11,2,16,32,0.5,0.001,0.0,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.7203170248437737
p11,3,16,32,0.5,0.001,0.0,0.6481481481481481,0.6538461538461539,0.6296296296296297,0.6415094339622641,0.6762688614540467
p11,4,16,32,0.5,0.001,0.0,0.6604938271604939,0.6865671641791045,0.575,0.6258503401360545,0.7060975609756097
p11,5,16,32,0.5,0.001,0.0,0.5308641975308642,0.5833333333333334,0.175,0.2692307692307692,0.567530487804878
p11,1,16,32,0.5,0.001,0.0001,0.6380368098159509,0.6222222222222222,0.691358024691358,0.6549707602339181,0.7228244504667267
p11,2,16,32,0.5,0.001,0.0001,0.6358024691358025,0.625,0.6790123456790124,0.650887573964497,0.7101051668952902
p11,3,16,32,0.5,0.001,0.0001,0.6481481481481481,0.6666666666666666,0.5925925925925926,0.6274509803921569,0.6467001981405274
